,Brand,Model,Variant,Year,Selling_Price,KM_Driven,Fuel,Transmission,Location
8465,Maruti Suzuki,Ertiga,VXI CNG,2017," 6,80,000","62,000 km",CNG & Hybrids,Manual,"Patel Nagar 3, Ghaziabad, Uttar Pradesh"
8466,Land Rover,Range Rover Evoque,Petrol HSE Dynamic,2019," 47,50,000","17,000 km",Petrol,Automatic,"Greater Kailash 1, Delhi, Delhi"
8467,Maruti Suzuki,Eeco,5 STR With AC Plus HTR CNG,2013," 3,10,000","88,000 km",CNG & Hybrids,Manual,"Pimpri Chinchwad, Pune, Maharashtra"
8468,Hyundai,Elite i20,Sportz (O) 1.4,2020," 7,49,000","14,000 km",Petrol,Manual,"Sector 37, Gurgaon, Haryana"
8469,Toyota,Innova,2.5 G (Diesel) 8 Seater,2014," 8,00,000","123,000 km",Diesel,Manual,"Udhana Gam, Surat, Gujarat"
8470,Renault,Duster,2012-2015 85PS Diesel RxL,2012," 3,00,000","140,000 km",Diesel,Manual,"Varun Niketan, Delhi, Delhi"
8471,Mahindra,XUV300,-,2019," 10,50,000","19,000 km",Diesel,Manual,"Sector 8B, Chandigarh, Chandigarh"
8472,Honda,City,i-VTEC S,2010," 3,35,000","72,000 km",Petrol,Manual,"BTM Layout, Bengaluru, Karnataka"
8473,Hyundai,Creta,1.6 SX Plus Auto,2017," 11,70,000","70,000 km",Petrol,Automatic,"Airoli, Navi Mumbai, Maharashtra"
8474,Hyundai,i20,1.2 Magna Executive,2017," 6,25,000","24,500 km",Petrol,Manual,"MG Road, Indore, Madhya Pradesh"
8475,Honda,City,i-VTEC VX,2016," 6,55,999","58,058 km",Petrol,Manual,"Kankurgachhi, Kolkata, West Bengal"
8476,Maruti Suzuki,Ciaz,Smart Hybrid Alpha,2018," 7,74,000","48,000 km",Diesel,Manual,"Netaji Subhash Place, Delhi, Delhi"
8477,Hyundai,Getz Prime,1.1 GVS Option,2009," 1,25,000","38,000 km",Petrol,Manual,"Pimpri Chinchwad, Pune, Maharashtra"
8478,Maruti Suzuki,Zen Estilo,LXI BS IV,2010," 1,60,000","64,000 km",Petrol,Manual,"Sector 37, Gurgaon, Haryana"
8479,Toyota,Innova,2004-2011 2.5 G4 Diesel 7-seater,2006," 2,60,000","124,000 km",Diesel,Manual,"Thane West, Thane, Maharashtra"
8480,Hyundai,i20,2012-2014 Magna Optional 1.2,2013," 3,40,000","63,000 km",Petrol,Manual,"Geeta Colony, Delhi, Delhi"
8481,Audi,A6,-,2016," 26,50,000","72,000 km",Petrol,Automatic,"Nandanam Nandanam, Chennai, Tamil Nadu"
8482,Maruti Suzuki,Alto 800,2012-2016 VXI,2016," 2,95,000","37,739 km",Petrol,Manual,"Andheri East, Mumbai, Maharashtra"
8483,Maruti Suzuki,Swift,-,2007," 2,85,000","38,000 km",Petrol,Manual,"Banaswadi Kasturi Nagar, Bengaluru, Karnataka"
8484,Maruti Suzuki,Swift Dzire,1.2 Vxi BSIV,2015," 4,50,000","51,000 km",Petrol,Manual,"Preet Vihar, Delhi, Delhi"
8485,Chevrolet,Beat,Diesel LS,2013," 2,85,000","43,000 km",Diesel,Manual,"Banaswadi Kasturi Nagar, Bengaluru, Karnataka"
8486,Maruti Suzuki,Wagon R,2006-2010 LXI Minor,2008," 1,75,000","47,000 km",Petrol,Manual,"Moonnamkutty, Kollam, Kerala"
8487,Chevrolet,Cruze,LTZ,2013," 3,60,000","73,000 km",Diesel,Manual,"Tilak Nagar, Delhi, Delhi"
8488,Tata,Nano,2009-2011 Lx BSIV,2010," 64,000","75,000 km",Petrol,Manual,"Chelamattom, Perumbavoor, Kerala"
8489,Hyundai,Elite i20,Asta 1.2 (O),2019," 8,50,000","26,000 km",Petrol,Manual,"Indira Nagar, Bengaluru, Karnataka"
8490,Maruti Suzuki,Swift,2011-2014 VDI,2014," 4,25,000","32,500 km",Diesel,Manual,"Sector 37, Gurgaon, Haryana"
8491,Mahindra,Bolero,SLX,2009," 3,20,000","80,000 km",Diesel,Manual,"Moonnamkutty, Kollam, Kerala"
8492,Hyundai,Santro Xing,GLS,2010," 1,75,000","134,000 km",CNG & Hybrids,Manual,"Godhra GIDC, Godhra, Gujarat"
8493,Maruti Suzuki,Swift Dzire,LXI Option,2015," 3,95,000","48,000 km",Petrol,Manual,"Dwarka, Delhi, Delhi"
8494,Chevrolet,Cruze,2012 LTZ AT,2012," 2,95,000","78,000 km",Diesel,Automatic,"Dwarka, Delhi, Delhi"
8495,Toyota,Innova Crysta,2.8Z Automatic,2016," 15,99,000","112,000 km",Diesel,Automatic,"Kalkaji, Delhi, Delhi"
8496,Toyota,Fortuner,2011-2016 4x2 Manual,2014," 14,50,000","124,000 km",Diesel,Manual,"Kalkaji, Delhi, Delhi"
8497,BMW,3 Series,320d Sport,2011," 8,75,000","78,001 km",Diesel,Automatic,"Sector 19D, Chandigarh, Chandigarh"
8498,Ford,Ecosport,1.5 TDCi Titanium Plus,2013," 4,25,000","62,000 km",Diesel,Manual,"Ashok Vihar, Delhi, Delhi"
8499,Tata,Nano,2009-2011 Cx BSIV,2010," 78,000","57,000 km",Petrol,Manual,"BTM Layout, Bengaluru, Karnataka"
8500,Toyota,Etios Liva,1.2 VX,2012," 3,85,000","46,700 km",Petrol,Manual,"Umiya Chowk, Rajkot, Gujarat"
8501,Hyundai,EON,Era +,2017," 3,20,000","35,000 km",Petrol,Manual,"Kalase Nagar, Mohol, Maharashtra"
8502,Honda,Civic,V,2008," 2,35,000","62,000 km",Petrol,Manual,"Rajendra Place, Delhi, Delhi"
8503,Toyota,Innova Crysta,2.8Z Automatic,2016," 15,99,999","55,000 km",Diesel,Automatic,"Greater Noida West, Noida, Uttar Pradesh"
8504,Mahindra,Xylo,2009-2011 E4 BS IV,2010," 3,05,000","127,000 km",Diesel,Manual,"Pimpri Chinchwad, Pune, Maharashtra"
8505,Maruti Suzuki,Ertiga,VXI CNG,2017," 6,80,000","62,000 km",CNG & Hybrids,Manual,"Patel Nagar 3, Ghaziabad, Uttar Pradesh"
8506,Land Rover,Range Rover Evoque,Petrol HSE Dynamic,2019," 37,50,000","17,000 km",Petrol,Automatic,"Greater Kailash 1, Delhi, Delhi"
8507,Maruti Suzuki,Eeco,5 STR With AC Plus HTR CNG,2013," 3,12,000","88,000 km",CNG & Hybrids,Manual,"Pimpri Chinchwad, Pune, Maharashtra"
8508,Hyundai,Elite i20,Sportz (O) 1.4,2020," 6,66,000","14,000 km",Petrol,Manual,"Sector 37, Gurgaon, Haryana"
8509,Toyota,Innova,2.5 G (Diesel) 8 Seater,2014," 7,70,000","123,000 km",Diesel,Manual,"Udhana Gam, Surat, Gujarat"
8510,Renault,Duster,2012-2015 85PS Diesel RxL,2012," 3,25,000","140,000 km",Diesel,Manual,"Varun Niketan, Delhi, Delhi"
8511,Mahindra,XUV300,-,2019," 10,20,000","19,000 km",Diesel,Manual,"Sector 8B, Chandigarh, Chandigarh"
8512,Honda,City,i-VTEC S,2010," 3,35,000","72,000 km",Petrol,Manual,"BTM Layout, Bengaluru, Karnataka"
8513,Hyundai,Creta,1.6 SX Plus Auto,2017," 9,95,000","70,000 km",Petrol,Automatic,"Airoli, Navi Mumbai, Maharashtra"
8514,Hyundai,i20,1.2 Magna Executive,2017," 6,25,000","24,500 km",Petrol,Manual,"MG Road, Indore, Madhya Pradesh"
8515,Honda,City,i-VTEC VX,2016," 6,75,000","58,058 km",Petrol,Manual,"Kankurgachhi, Kolkata, West Bengal"
8516,Maruti Suzuki,Ciaz,Smart Hybrid Alpha,2018," 7,74,000","48,000 km",Diesel,Manual,"Netaji Subhash Place, Delhi, Delhi"
8517,Hyundai,Getz Prime,1.1 GVS Option,2009," 1,25,000","38,000 km",Petrol,Manual,"Pimpri Chinchwad, Pune, Maharashtra"
8518,Maruti Suzuki,Zen Estilo,LXI BS IV,2010," 1,65,000","64,000 km",Petrol,Manual,"Sector 37, Gurgaon, Haryana"
8519,Toyota,Innova,2004-2011 2.5 G4 Diesel 7-seater,2006," 2,95,000","124,000 km",Diesel,Manual,"Thane West, Thane, Maharashtra"
